order_id,bucket,original,translated
e0c49af20b2a6c2089f40a9d7a60d6a5,8-14天,"o Produto apresentou problema de funcionamento
nao conecta com o Smartphone ( nenhum celulara )","产品出现故障
无法与智能手机连接（无手机）"
52d4b2f313a33c4f6ae0f774f4d9221e,15-30天,não foi como eu esperava quero devolver o produto,这不是我所期望的，我想退货
f8cea030b5609de692906ee83fda91ea,8-14天,Realizamos a compra de 4 lixeiras porque só me entregaram 2?,我们购买 4 个垃圾箱是因为他们只给我送了 2 个吗？
cce13fe134ba73a890b0d0b98c97e02a,0-7天,Não usei ainda mais entrega rápida ,还没使用，不过发货很快
fa356dd17c7288d555da28bc4c43d269,0-7天,"Comprei 2 capas (1para PS 4 é outra para xone) tudo no mesmo pedido, porém só a capa do PS 4 foi entregue",我在同一订单中购买了 2 个封面（1 个用于 PS 4，另一个用于 Xone），但仅交付了 PS 4 封面
e54db55a39ec332bc36c1176f6eb4773,15-30天,Não recebi o produto,我没有收到产品
17784b9fbb37fb0bdc230d8ed6f6b355,8-14天,Eu pedi 6 trios de pendentes e vcs só M entregaram 6 unidades este não foi meu pedido nem meu pagamento,我订购了 6 个三件套吊坠，而你们只交付了 6 个，这不是我的订单，也不是我的付款
d020f5569b2ed40da35996f2e433d0c7,0-7天,"Por enquanto 
O que aconteceu com o meu produto?","目前 
我的产品出了什么问题？"
72e879557ec303f7f0e457cac42648c1,8-14天,"Recebi mensagem, informando que mercadoria chegou mas tenho que retirar nos Correios, Tenho que verificar o dia para retirar, pois trabalho todos os dias.",我收到一条消息，通知我商品已到达，但我必须到邮局领取。由于我每天都在工作，所以我必须检查当天来收集它。
5fd01511f0ac02261addc2116f223d5c,8-14天,O sabor solicitado não condiz com o produto que foi entregue,要求的口味与交付的产品不符
e9acbfa0efe448cca0db0508f8641ac9,15-30天,"A pelicula era de pessima qualidade e já veio com vários riscos
",这部电影质量很差，并且有几处划痕。
1a537f94e57acdda6cfad59696759417,0-7天,Eu Pedi 05 caixas e so entregarão 04 e as caixas vieram todasdanificadas,我订了5盒，他们只送了4盒，而且盒子都损坏了
66fc98f7d344e1e2073260292fbe6e4d,15-30天,"DEMORARAM MIL ANOS PRA MANDAR, QUANDO MANDARAM O FORNECEDOR NAO ENVIOU O CELULAR. DEPOIS ME ENVIOU A PROPOSTA DE OUTRO CELULAR EU ACEITEI, MAS NO FINAL NAO MANDOU NADA DE NADA",花了一千年的时间才发送，当他们发送时，供应商没有发送手机。然后他向我发送了另一部手机的提案，我接受了，但最终他什么也没发送
9bc9e123b2d0de667a9468b65648ab73,8-14天,"Estou tentando devolver o produto desde antes dele ser despachado. Agora recebi e veio errado. Só invés de 2 nichos de banheiro, recebi 2 tanques de lavanderia. Quero devolver o produto com urgência. ",从产品发货前我就一直在尝试退货。现在我收到了它，但它出错了。我收到的不是 2 个浴室壁龛，而是 2 个洗衣槽。我想紧急退货。
