order_id,bucket,original,translated
3c314f50bc654f3c4e317b055681dff9,>30天,Nada de chegar o meu pedido.,我的订单从未到达。
0ce9a24111d850192a933fcaab6fbad3,15-30天,Não gostei ! Comprei gato por lebre,我不喜欢它！我买了一头猪在戳
0dacf04c5ad59fd5a0cc1faa07c34e39,>30天,"GOSTARIA DE SABER O QUE HOUVE, SEMPRE RECEBI E ESSA COMPRA AGORA ME DECPCIONOU",我想知道发生了什么事，我一直收到它，但这次购买现在让我很失望
071251fe3b3493294536f03737a8a679,8-14天,Eu comprei duas unidades e só recebi uma e agora o que faço?,我买了两件，但只收到一件，现在我该怎么办？
a11cd01ac67beef7e8bf09740d8a35c1,8-14天,Entrega no prazo,准时交货
548df2c6e5f089574614894bca78acf5,15-30天,"recebi somente 1 controle Midea Split ESTILO.
Faltou Controle Remoto para Ar Condicionado Consul","我只收到 1 个美的 Split ESTILO 控制器。
领事空调遥控器丢失"
68e55ca79d04a79f20d4bfc0146f4b66,15-30天,"Sempre compro pela Internet e a entrega ocorre antes do prazo combinado, que acredito ser o prazo máximo. No stark o prazo máximo já se esgotou e ainda não recebi o produto.",我总是在网上购买，交货发生在约定的截止日期之前，我认为这是最长的截止日期。斯塔克，最大期限已经过去了，我还没有收到产品。
b8702f50a689621ab21ef200b55a5b8d,8-14天,"Produto chegou, mas meu PC não conseguiu reconhecer as portas USB.",产品已到达，但我的电脑无法识别 USB 端口。
34e6d418f368f8079ae152bc178bc66a,15-30天,"Produto bom, porém o que veio para mim não condiz com a foto do anúncio.",很好的产品，但是我收到的与广告中的照片不符。
9ac05114800f02bfaa783bd76842dbe2,8-14天,"Produto muito inferior, mal acabado.",非常劣质的产品，成品很差。
950bb159eea525ff8947b92c93b02f8e,8-14天,Gostei ,我喜欢
bbd1b9ebbc5a09d51caaa2d10e0f93b5,>30天,Demorou de mais pra entrega ,交货时间较长
45c780334bc32cb77559a65c5f171160,8-14天,"Este foi o pedido
Balde Com 128 Peças - Blocos De Montar 2 un - R$ 25,00 cada (NÃO FOI ENTREGUE)
Vendido e entregue targaryen
Tapete de Eva Nº Letras 36 Peças Crianças 1 un - R$ 35,90 (ESTE FOI ENTREG","这是要求
桶装 128 件 - 积木 2 件 - 每件 25.00 雷亚尔（未交付）
出售并交付坦格利安
Eva 地毯编号字母 36 件儿童 1 件 - R$ 35.90（已交付"
f25ddb6cd62d720a5d91fff80467930a,0-7天,A entrega foi dividida em duas. Não houve comunicado do loja. Cheguei a pensar que só haviam enviado parte do produto. ,交付分为两次。商店没有任何联系。我以为他们只发送了部分产品。
546ffb713086001ce9f0009158f88b73,0-7天,Não funciona não faz sincronismo,不起作用，不同步
af76a45a10524549102e010f2bd9d3cd,8-14天,comprei tres pacotes de cinco folhas cada de papel transfer para tecido escuro e so recebi dois,我买了三包深色织物转印纸，每包五张，但只收到了两张
d5ba80d74b52c335ae36398d6159e6ee,0-7天,"Chegou apenas uma peça, mas na nota e na garantia constam as duas joias.",仅收到一件珠宝，但发票和保修单上注明了两件珠宝。
e18ebd6286697a3f0f6fe267d8286cb2,0-7天,EU NÃO RECEBI O PRODUTO E CONSTA NO SISTEMA QUE EU RECEBI ALÉM DE PAGAR CARO DO FRETE ,我没有收到产品，系统中显示我除了支付昂贵的运费外还收到了产品
d9ff0185a300435402f043124f530274,0-7天,A peça não serviu,该商品不合适
560f7585b57fcc9579460fa21c0d8ec1,15-30天,"Comprei o relógio, unissex e enviaram um relógio feminino, bem menor que as especificações do anúncio.",我买了这款手表，男女皆宜，他们送了一款女式手表，比广告上的规格小很多。
bb5b0d8f3e9c964760c674f2aa2ae0cf,>30天,Comprei o produto dia 25 de fevereiro e hoje dia 29 de marco não fora entregue na minha residência. Não sei se os correios desse Brasil e péssimo ou foi a própria loja que demorou postar.,我2月25日购买的产品，今天3月29日还没有送到我家。不知道是巴西的邮局太糟糕还是商店本身花了这么长时间才寄出。
f3468d6a2c7586711e9952242898aad4,0-7天,Faltou 1 produto e os que recebi 1 veio quebrado,1 件产品丢失，其中 1 件我收到的产品已损坏
201691efe89d4d71f36e5ea279a8759a,15-30天,"Comprei dois lustres pendentes, com a parceira targaryen e só me enviaram um lustre. Abri reclamação, mas ainda não recebi resposta. Aguardo solução por parte de Lojas lannister.",我和我的坦格利安伙伴买了两盏吊灯，但他们只给我寄了一盏。我已提出投诉，但尚未收到回复。我正在等待兰尼斯特商店的解决方案。
82348f1b5f24ac795fa9320e02c49553,0-7天,aqui está descrevendo como entregue só que ate agora não recebi,这里描述为已交付，但到目前为止我还没有收到
fd65651f855608ad1aa52ff4a741c31a,8-14天,"Comprar um produto correto na capa mas interno ser outro.???????
",买一个封面上正确但里面不一样的产品。？？？？？？
7bdfa70c4049e7319a3182997e27cb95,15-30天,Comecei a usar agora ,我现在开始使用它
287b045cfe9ba0ed08308efc06c366ae,8-14天,"Fiz um pedido de 4 garrafas de azeite.Chegaram 2 num dia e as outras 2 quase 48 horas depois.Contato com a loja muito dificil,tanto via e-mail qto por telef.O suspense terminou mas lá não compro mais",我订购了 4 瓶橄榄油。一天内有 2 人到达，另外 2 人则在大约 48 小时后到达。通过电子邮件和电话与商店联系非常困难。悬念结束了，但我不会再在那里买了
eccb333547035c917db4396ff94c3182,15-30天,Não recomendaria esta loja nem pretendo voltar a comprar nela.A mercadoria foi entregue após o prazo e quase 1 mês após a compra. No site das lannister costumam chegar antes do prazo. Estranhei muito,我不会推荐这家商店，也不打算再次从那里购买。商品在截止日期后交付，距离购买后将近 1 个月。在兰尼斯特的网站上，他们通常会在截止日期之前到达。我很惊讶
4b661d524b6f0788746514fb6f7ad3fa,15-30天,entrega super rapida,超快速交货
512ba2efae3409f37660ce26199b32aa,15-30天,"Não posso! Estou aguardando a chegada do produto que comprei!Logo que isso aconteça, terei minha opinião formada!",我不能！我正在等待我购买的产品到达！一旦发生这种情况，我就会发表我的意见！
4806c15e687faabdb46ca2643cfcfa6e,15-30天,até agora não recebi o produto.,到目前为止我还没有收到产品。
62a575a2a9f2c005b7ec7ff7dd76d5ee,8-14天,produto deu defeito na 1 vez de uso.,产品第一次使用失败。
55b5a2fb966c36bed46f082ad6062914,15-30天,o meu produto não chegou... segundo o rastreio está parado em Ribeirão Preto sp... ,我的产品没有到达...根据跟踪，它被停在 Ribeirão Preto sp...
e6b23db78d4473c921fb9315e04b5c0f,15-30天,Comprei dois produtos e recebi somente um. Mandei dois emails para a loja e não tive nenhum retorno. Estou insatisfeita.,我买了两种产品，但只收到了一种。我给商店发了两封电子邮件，但没有收到回复。我很不满意。
80a2b0dcabefef6a83477204433b2482,0-7天,produto foi entregue com umas das alças com problemas (está faltando 1 pino de fixação),产品交付时其中一个手柄有问题（缺少 1 个固定销）
824d9780d0313771024a0c70fe9dd9a7,0-7天,"Apesar de ter sido entregue rapidamente, substituíram a caixa METEORO pela caixa BORNE. Quando tentei reclamar nas lannister o sistema estaav fora do ar. A guitarra e acessórios estavam corretos.",尽管交货很快，他们还是用 BORNE 盒子取代了 METEORO 盒子。当我试图向兰尼斯特投诉时，系统瘫痪了。吉他和配件是正确的。
993da8482e658ec7f1d0c6d955604936,0-7天, A loja anuncia um produto e entrega outro.,商店宣传一种产品并交付另一种产品。
108e1d5b7a25ff07b49e500b1c7ae4b0,8-14天,"Recebi bem rápido, porém veio outro produto, e não o que eu pedi, o modelo veio diferente, a cor, veio uma capinha que não tem zíper, enfim, não recomendo. ",我很快就收到了，但是另一个产品到了，不是我订购的，型号不同，颜色不同，它的盖子没有拉链，总之，我不推荐它。
ac706ac9421036e88d5b2c96b058aba6,8-14天,o acabento que estava na foto era bonito a que chegou foi de um sintetico feio com um acabento todo borrado orrivel nao gostei,照片中的饰面很漂亮，但最终得到的是丑陋的合成材料，饰面完全弄脏了，太糟糕了，我不喜欢它
33fb6b947580ee29bd0c6babed6049c1,15-30天,Foi marcado o dia 14/02 para entrega do pedido e no rastreamento marcava que o produto já havia sido entregue na data mas na realidade não foi entregue. O produto só foi entregue no dia 28/02.,订单于 2014 年 2 月交付，跟踪显示产品已在该日期交付，但实际上尚未交付。该产品于 02/28 才交付。
92cd4be4e992be4ab03304531ce6c5f9,8-14天,E muito desordenado comprei três produtos mais não veio no dia sertões veio separado e em data separada ,而且非常混乱，我买了三种产品，但它们没有在 Sertões 单独来的那天和单独的日期来
468c2f34312a6d270a20c7aef082041c,8-14天,"LOJA ALÉM DO FRETE SER MUITO CARO . O PRODUTO LEVA QUASE 30 DIAS ÚTEIS , PARA CHEGAR NA SUA CASA",另外运费非常昂贵。产品需要近 30 个工作日才能送达您家
6d7195bd775441e75af3f52c8c73031f,8-14天,Ao fazer a compra do kit entendi que receberia 2 frascos de 60 cápsulas (cada) e não 2 frascos com 60 cápsulas no total. Só não vou devolver porque estou precisando do produto.,购买套件时，我了解到我将收到 2 瓶 60 粒胶囊（每瓶），而不是 2 瓶总共 60 粒胶囊。我只是不会退货，因为我需要该产品。
7920529b8621a433718e66c72a763bdc,0-7天,", muito ruim ! ",，很糟糕！
a5a83c95ed669b7ba0ddce1d761c191f,0-7天,"Tentando cancelar o produto desde antes da emissão da nota fiscal. Não fui avisada que estava no correio, não tive nenhuma resposta do cancelamento e nao consigo devolver. ",在发票开出之前就试图取消产品。我没有收到邮件通知，也没有收到任何有关取消的回复，也无法退回。
51eaae3287e04efba45a51f52098fc88,0-7天,Produto não recomendo não ler em nenhum dispositivo,产品 我不建议不要在任何设备上阅读
a848ecb46fe108b35dd5bd7bf4fdddca,15-30天,A capa protetora não é exatamente o que eu esperava deixa a desejar no tipo material e na qualidade.,保护套并不完全符合我的预期，在材料和质量方面还有待改进。
762955db358210db24103ff9ce1ddda7,15-30天,"Última vez que compro pois hoje vai fazer 1 mês que fiz a comprar e nada, e se demorar mas tempo de entregar estarei procurando meus direitos contra as lojas lannister e a targaryen.",上次我购买是因为今天距我购买已经过去了 1 个月，但什么也没有，如果需要更长的时间才能交货，我将寻求针对兰尼斯特和坦格利安商店的权利。
67274e3826cb110f3d0cb45f33c2275e,0-7天,No site o produto parece ter melhor qualidade de material e acabamento.,在网站上，该产品似乎具有更好的材料质量和表面处理。
f269e83a82f64baa3de97c2ebf3358f6,15-30天,"A embalagem deixou a desejar, por pouco o produto não foi danificado, a caixa estava toda amassada.",包装有很多不足之处，产品几乎损坏，盒子全部压碎。
7368e14d8b9e7b886e433697b89e937c,8-14天,Faltaram os cabos e o manual,电缆和手册丢失
43050a51a257b17d51295e07650cb654,0-7天,"Boa Noite

é lamentável, esta loja que tantas compras eu ja fiz e hoje não me da satisfação sequer de um relógio na importância de 50,00 reais ... um produto com defeito e até agora não me deu retor","晚安

很遗憾，这家店我买了那么多，今天连一块价值50雷亚尔的手表都没有给我满意的感觉……是次品，到现在还没有给我回复"
68993f27a34bd02e3b2c2ebb5c41b9ec,8-14天,"O produto foi embalado apenas com papel pardo sobre a embalagem e enviado pelos correios. Lógico, a embalagem chegou amassada e só deus sabe se o produto está funcionando ou não, ainda não testei.",该产品仅用牛皮纸包装并邮寄。当然，包装到达时已被压碎，只有天知道该产品是否有效，我还没有测试过。
523824180b3b651c5d233b761bdd7597,15-30天,"Não gostei do produto, material de péssima qualidade.",我不喜欢这个产品，材质很差。
409e065598ea4a9dba359d894ab0cab9,0-7天,"Dos dois produtos comprados, foi entregue apenas um!",购买的两种产品中，仅交付了一种！
544789a536e56050d352f95b48062912,15-30天,"O MP3 player não funciona, mesmo trocando a pilha diversas vezes. Tive que devolver.",即使更换电池多次后，MP3 播放器仍无法工作。我不得不归还它。
1cbcc355e275e5143ab1dbf260ca14f1,8-14天,Recebi corretamente o produto,我正确收到了产品
c09eea5faf2f865d54fac5b97b961a75,15-30天,Nao compro mais na lannister. Se é parceiro da lannister ou não essa targaryen jamais uso novamente. Quando eu ler que é dessa empresa saio correndo. Um absurdo. Quase um mês para entregar. Extra.com ok,我不再买兰尼斯特的东西了不管你是不是兰尼斯特的伙伴，我都不会再使用这个坦格利安了。当我看到这是这家公司的时候，我就会逃跑。荒诞。差不多一个月就到货了。 Extra.com 好的
327eb42fa668b532239f44713415a37a,>30天,recebe apenas 01 peça do produto! estou precisando da 2 peças restante! ,您只收到 1 件产品！我需要剩下的2块！
adad66be45caa015d25e03ed17610197,0-7天,A targaryen não é de confiança não entregou a minha compra e colocou no rastreamento do pedido que foi entregue no dia 14/12/17 empresa falsa quero receber meus produtos que foram pagos com boleto bancari,Targaryen 不值得信赖，没有交付我购买的产品并将其放在 2017 年 12 月 14 日交付的订单跟踪中 假公司 我想收到通过银行单付款的产品
c862d307944b0dd344a6e4310a345564,8-14天,"A bolsa e muito bonita por fora
Mas dentro não tem forro 
E é bem fragil 
","这个包外面很漂亮
但里面没有内衬 
而且它非常脆弱"
934e266bc66e8ed5bba8266dfde60175,0-7天,"Quando instalei o cartucho de tinta, a minha impressora indicou que o mesmo estava vazio, e apresentou a mensagem de erro ""!"" em cima do marcador de nível da tinta. Já solicitei a troca. ",当我安装墨盒时，我的打印机显示墨盒已空，并显示错误消息“！”在油漆水平标记的顶部。我已经要求换货了。
e30b9cda599826e24ad3f5eddf966583,15-30天,Não foram entregue as duas capas de couro compradas. Apenas uma delas. Aguardo a devolução do dinheiro ou a entrega da segunda capa.,购买的两个皮套没有发货。只是其中之一。我正在等待退款或第二个封面交付。
af168723acee7d4de0144ad5361f547d,0-7天,"Fiquei feliz com. O tecido ,mas acho que faltou o lençol de cima para ficar completo , espero que logo lancem.",我很高兴。布料，但我认为顶层缺少完整，我希望他们尽快发布。
730308f506bdb6d00878bc7cce6109f9,0-7天,No dia 19 de maio usei e a à alça quebrou sem muito peso ,5月19日我用了，没多大重量，表带就断了
bc8f3e9818eb33025b36bc379eebc6e8,15-30天,"Houve alguma confusão entre vendedor e o stark, pois recebi um email do stark pedindo o cancelamento do produto por algum imprevisto na entrega; neguei e recebi o produto dias depois.",卖家和斯塔克之间出现了一些混乱，因为我收到了斯塔克的一封电子邮件，要求由于一些不可预见的交付问题而取消产品；我拒绝了并在几天后收到了产品。
7977e307a9ea263c2cef8cdc9ccbbe26,15-30天,comprei o produto na cor preta e chegou na cor vermelha.,我买了黑色的产品，到货时是红色的。
5b5043f6dc2ed04c3956162d98ee4005,15-30天,"So recebemos um relogio pelo correio

att
","我们刚刚收到邮寄的手表

附加值"
993f3fc78c8cdf418bd5b0f7cfffcaa9,0-7天,Pensei que a mochila fosse um material mais resistente.,我认为背包是一种更耐用的材料。
04ad8c8d81d4c6b6936947bfe41c20fd,15-30天,"Produto de boa qualidade, exatamente conforme anunciado, e o preço baixo é uma atrativo a mais.",产品质量好，与广告中的一模一样，而且价格低廉，这是一个额外的吸引力。
26874945bcbf47606ab08580cf923693,8-14天,"Comprei um produto e veio outro.
Mandei msg informando o erro , porém não obtive resposta.
Obrigado ","我买了一种产品，另一种到了。
我发送了一条消息告知错误，但没有收到回复。
谢谢"
25a178eea0cfa9b0489aa1d8294423bf,15-30天,o produto demora muita para chegar !,产品需要很长时间才能到达！
a5ace85930526f2e2c1f06c2d3383e90,>30天,Ainda não recebi,我还没收到
43150008aa4569cfef4be756bd7dbdd3,8-14天,"recebi sim mais com defeito os encaixes sao dois igual e nao fecham 
",是的，我收到了，但它有缺陷，配件是两个相同的，而且无法关闭
