order_id,bucket,original,translated
b7ae7c643ef9274727f48dcb0ba08593,8-14天,"o produto foi entregue,mas demorou muito.",产品已交付，但需要很长时间。
58e6f7e9b845a911922aac26ef668902,8-14天,"Chegou a nota fiscal, o bebê conforto e a base .. falta meu carrinho",发票、婴儿舒适用品和底座都到了。我的婴儿车不见了
d4b97a63d751219f528e5c3067341564,15-30天,"Sempre comprei na lannister, porém, não recebi meus produtos em tempo hábil.",我一直从兰尼斯特购买，但是我没有及时收到我的产品。
1da4a48423b45db9eb872fbd7b5eaccb,15-30天,estou aguardando o recebimento do produto,我正在等待收到产品
5e70bcf826ffb41fbf68e94ba929635e,>30天,A lannister precisa melhorar a qualidade da entrega,兰尼斯特需要提高交付质量
a1a835a7e59148cc5f62243387eb6c14,0-7天,So foi entregue 1 e foi comprado 2,仅交付 1 件，已购买 2 件
588c0e3b460d83b9cd8a270edc0f4da0,>30天,Não recebi ,我没有收到
7818b170346d35f9686abf606d8d0b53,15-30天,"Um dos itens da compra foi cancelado sem que eu pedisse. Foi dito que eu solicitei o cancelamento, mas isso não ocorreu. Não fui ainda informado do por quê desse cancelamento.",购买中的一件商品在我没有询问的情况下就被取消了。据说我要求取消，但没有发生。我尚未获悉取消的原因。
f9d0ec2fa088ac583e1ccd15b6686073,8-14天,"Comprei essa cadeira, mas como eu pude montar a mesma apenas 2 semanas depois, acabei perdendo o prazo de troca. Agora vou ter q ficar com uma cadeira que manca e que me trouxe prejuízo. Não recomendo",我买了这把椅子，但由于我两周后才组装好，所以我最终错过了换货截止日期。现在我不得不坐在一把跛行的椅子上，这对我造成了伤害。我不推荐
98472d369cb742358c7e30a0cd5c4256,0-7天,Faltou peças e muito mau explicado a montagem e muito difícil de entender!,缺少零件，组装解释很差，很难理解！
32a125a6a8216eaa745d0e33eabc4218,8-14天,"Mandaram produto errado.
Demoraram de responder meu comunicado. Só responderam quando falei que denunciaria no Procon e Reclame Aqui.
Quero meu $ de volta o quanto antes pelo transtorno causado.","他们寄错了产品。
他们花了很长时间才回复我的沟通。当我说我会向 Procon 和 Reclame Aqui 报告时，他们才做出回应。
由于造成的不便，我希望尽快退回我的美元。"
153d12e2d5e7765786be73cb3900a442,8-14天,"Estava muito ansiosa pelo produto. Expectativa alta, mas quando chegou, o produto não era como esperava. Ai tudo bem, mas o pior eh q as travas das alças não fixavam, e sempre escorregava. ",我对这个产品感到非常兴奋。期望很高，但到货后却发现产品并没有想象中的那么好。一切都很好，但最糟糕的是带锁没有固定，而且总是滑落。
2a103014bffb0e98ec7019d0c7856548,>30天,"Interponde entrega foi bem grande e mesmo assim nanotecnologia o produto.
Estou acompanhando e ainda nem chegou no Rio.","Interpone 的递送量相当大，但即使如此，该产品也是纳米技术的。
我正在跟踪，它甚至还没有到达里约。"
3a545de1e0e068eedf5535c5d3a39838,15-30天,"Recebi 01 un. dia 19/02 com a NF informando que tinha 02 unidades. Enviei uma reclamação para a lannister, foi muito desagradável. No dia 20 recebi o restante, levei um susto por falta de informação.",我收到了 01 单位。 2019 年 2 月，NF 通知其拥有 02 个单位。我向兰尼斯特投诉，非常不愉快。 20号我收到了剩下的，由于缺乏信息，我很害怕。
879ed1a79b3970f510fdb4b4aa3f86e1,15-30天,to esperando o produto desde a semana passada e nada de chegar,我从上周开始就在等待产品，但还没到货
c39c97c1d22e4a4486ce849afb668211,>30天,"Passou muito do prazo, uma falta de consideração!!!",已经超过最后期限了，缺乏考虑！
e32049d31df0d952f7a6f6d8243b554a,0-7天,"Produto chegou em perfeito estado antes do prazo! 
A impressão do painel é um pouco fraca, diferente da foto. 
Os displays são iguais da foto. 
Tirando o painel um pouco embaçado eu indico. ","产品完好无损，提前抵达！ 
面板打印有点弱，与照片不同。 
显示与照片相同。 
除了面板有点模糊之外，我还是推荐它。"
