order_id,bucket,original,translated
814823738ce02d399f917f00e77393d5,0-7天,Comprei um produto e recebi outro,我购买了一个产品并收到了另一个产品
81f0dd14eee4b51169dae95b267a199f,8-14天,"O único problema que eu tive foi ter recebido o produto errado, na nota fiscal veio o que eu tinha escolhido toalha vermelha, porém na hora que receberam e abriram veio toalha creme com marrom.",我遇到的唯一问题是我收到了错误的产品，发票上说我选择了一条红色毛巾，但当他们收到并打开它时，里面有一条奶油色和棕色毛巾。
b90e46cdc30adec2f0fa041984341170,15-30天,"Já faz quase um mês que o produto que comprei está com nota fiscal emitida e não muda de status, até agora não recebi minha compra, lamentável. Quero meu relógio!!!",我购买的产品已经开具发票快一个月了，状态没有变化，至今还没有收到货，很遗憾。我想要我的手表！！！
078c2d9bb7e5905e870838448db0d3b3,0-7天,Nao recebi a capa para travesseiro. So veio a capa para colchao.,我没有收到枕套。只有床垫套来了。
aca5ef1d6df08d476703f538ba867594,8-14天,"opções de entrega deficiente, com certeza prefiriria uma transportadora do que os correios",送货选择很差，我肯定更喜欢快递而不是邮局
0f6a05e51088bdf60e8f9b6d753234a9,15-30天,Produto que fora entregue é totalmente diferente da descrição do site da lannister. Se a descrição fosse compatível com o produto entregue não havia nem comprado.,交付的产品与兰尼斯特网站上的描述完全不同。如果描述与交付的产品兼容，我什至不会购买它。
af2099df7b489e3bd2759c1daf111594,>30天,"Não recebi o produto.
Acionarei a justiça comum caso a lannister não resolva. ","我没有收到产品。
如果兰尼斯特不解决的话我会采取法律行动。"
d980f50000c27ca36394bcac0cc7285b,8-14天,Razoável ,合理的
dbbe850a4424a2c03caa29c644644511,8-14天,Atrasou a entrega,延迟交货
d94b232e72e4c7c22f765be9ee391b3f,>30天,muito bom,非常好
bc4b1551a6fb2346fc87b5879402dbf2,15-30天,produto e baixa qualidade pelo preço. Não gostei. ,产品质量低，价格低。我不喜欢它。
e4e462ff0798860b3e1e34b1a433dd72,15-30天,Não recebi o produto e ele parou de aparecer entre meus pedidos.,我没有收到该产品，并且它不再出现在我的订单中。
640f82f9967dcab29b95d5a62abf911b,15-30天,"Deveriam diminuir o prazo de entrega pois perdem venda com ele caso a pessoa queira o produto com certa urgencia, se bem que chegou bem antes do prazo mas a data possível é assustadora.",他们应该减少交货时间，因为如果客户急需该产品，他们就会失去销售，尽管产品在截止日期之前就已到达，但可能的日期很可怕。
