order_id,bucket,original,translated
c23296e1255abac91cb3a637f4f084e3,15-30天,O produto veio com dimensões erradas e avariado.,产品到达时尺寸错误并且已损坏。
040b98b117606d34ba51c4d274a15e2d,8-14天,O produto principal ainda não foi entregue e consta no site como entregue. Ainda está dentro do prazo por isso estou aguardando o recebimento do produto.,主要产品尚未交付，在网站上列出为已交付。仍在截止日期内，所以我正在等待收到产品。
dda16909ad9bfd9cded321b79e073749,8-14天,"Recebi o produto com a base fixa da cadeira diferente da que esta no anuncio, só não devolvi a cadeira porque preciso com urgência. Não recomendo!",我收到的产品的椅子固定底座与广告中的不同，我只是因为急需而没有退回椅子。我不推荐它！
af85e6e8c9f67f653b51429df7839001,>30天,Empresa sem credibilidade.,公司没有信誉。
010ff1cfe12f3094577e72b7bcecdf98,0-7天,Comprei um produto e veio faltando na entrega... ,我购买了一件产品，但在送货时丢失了...
1e90eae620cdf28010098a2159d56ebf,>30天,Tive atraso na entrega,我的交货有延迟
ceecda7c9b24cbff643a6c5119a9ec6d,0-7天,"Estpu preocupada, no status de recebimento consta como entregue dia 06/08, porem ainda não recebi o pedido. Inclusive liguei no telefone 4003 1000.",我很担心，收货状态显示已于 08/06 发货，但我还没有收到订单。我什至拨打了4003 1000。
510bff1cf06be1143d3b6698df2fd486,>30天,Não recebi o produto o prazo terminou ontem.,我没有收到产品，截止日期昨天结束了。
8ef55bb7e5a6e757fb880324b4dc284c,0-7天,"Recebemos o produto, o boneco que comprei com fala, mas o botão veio quebrado, não produz a fala.

Preciso da troca imediata do produto

","我们收到了产品，我买的带语音的娃娃，但是按钮坏了，不发出语音。

我需要立即更换产品"
ef8ab3e652b44dfe541199dc0b9f5d09,>30天,"Não tem como avaliar nem o produto e nem a entrega, além do problema ser em parte dos correios.",无法评估产品或交付，问题部分归咎于邮局。
f5139e1e815c2c43601a4525c4716188,>30天,Revomendo pois acredito que o ocorrido não seja culpa da loja,我推荐它，因为我相信发生的事情不是商店的错。
44fa62376b39d4bf490ebd04e1601614,8-14天,"Comprei 02 ventiladores e entregaram apenas 01 ventilador. Nota Fiscal 000580
Minha ajudante que recebeu. quando cheguei em casa, percebi que só entregaram 01 ventilador e paguei por 02.","我买了2个风扇，他们只送了1个。发票000580
我的助理收到了。当我回到家时，我意识到他们只送了 1 个风扇，而我支付了 2 个。"
cba47f17b35cccac068f7f6cec4d99d7,8-14天,"O PRODUTO QUE PEDI NÃO CORRRESPONDE AO QUE FOI ENTREGUE, TOTALMENTE DIFERENTE.",我订购的产品与交付的产品不符，完全不同。
88b67ddbb7527017f796c80b3bb38051,>30天,"Estou responsabilizando as Lojas lannister pelo atraso, porque não comprei da targaryen, e sim das Lojas lannister. Aguardo providências das Lojas lannister para resolver o problema. do atraso.",我认为兰尼斯特商店对延误负责，因为我不是从坦格利安购买的，而是从兰尼斯特商店购买的。我正在等待兰尼斯特商店采取行动来解决该问题。的延迟。
7feb7cbdc5d53729f835a1ae49f543b6,0-7天,"Relógio veio com defeito na pulseira na cor , não tinha como usar. Liguei pra cancelar e devolver o produto.",该手表的表带颜色有缺陷，无法使用。我打电话取消并退回产品。
bb0053cdec4b5850b4682e029eb3347f,8-14天,Ainda não foi entregue,还没发货
791a044148a5de3317595143ddcbd844,0-7天,"eu fiz a compra da cadeira porem recebi outro produto que não corresponde ao meu pedido.
exijo o cancelamento e a devolução do meu dinheiro.
","我购买了这把椅子，但收到了与我的订单不符的另一种产品。
我要求取消并退还我的钱。"
9fa27c6b7743512d1d967acfa2301a00,0-7天,"comprei 2 churrasqueira no mesmo dia e mesmo pedido, portanto, so foi entregue ate agora 1 uma.",我在同一天同一订单购买了 2 个烤架，所以到目前为止只交付了 1 个。
a92e6290657082950fa4ebb6fe8141a6,15-30天,"N recebi o produto ainda, o prazo era pra ate o dia 8 e hoge é 10, na espera",我还没有收到产品，截止日期是8号，今天是10号，等待
977eb5dc580cec4f90911b1ccac0ff3e,15-30天,Recebi o produto usado. ,我收到了二手产品。
d19eb4960a7c6f0146582f3cc7b46d43,0-7天,"Recebi apenas o kit com capas para travesseiro, não recebi a capa de lençol. ",我只收到了带枕套的套件，没有收到床单套。
d3b019b69082303782e91f315a23491c,8-14天,"Recebi o forno avariado, com o puxador da porta quebrado, provavelmente no transporte.

Tentei inumeras vezes solicitar a troca, que ainda não ocorreu.

Estou aguardando a substituição","我收到的烤箱已损坏，门把手损坏，可能是在运输过程中。

我多次尝试要求换货，但仍然没有成功。

我在等待更换"
3988b16758968e3d0683b0917f9e76bf,0-7天,"Gostaria de pedir a troca do produto, pois mandaram o modelo arredo. ",我想要求更换产品，因为他们发送了错误的型号。
7c59d327d267a2ce386f84038c0035c5,>30天,"Sempre comprei nas Lojas lannister pela entrega ser rápida e desta vez nem recebi a mercadoria. Gostaria que tomassem uma atitude a respeito deste parceiro, para não denegrir a imagem das Lojas Ameri",我一直在兰尼斯特商店买东西，因为交货很快，而这次我什至没有收到商品。我希望您对该合作伙伴采取行动，以免玷污 Lojas Ameri 的形象
38f739e41c7916423eeb93f610915934,8-14天,"Eles anunciam um produto, entregam outro.

Não compro mais nesse loja e o pior é que esta difícil comprar no stark, tamanha a quantidade de lojistas ruins como esse.
","他们宣传一种产品，交付另一种产品。

我不再从这家商店买东西了，最糟糕的是很难从斯塔克那里买东西，有很多像这样的不良零售商。"
fe0105a4696c7d31837cb3130fe9c4b1,15-30天,Não gostei muito ruim não compro mais nessa loja.,不太喜欢，不会再在这家店买了。
4fddd85a9d1f46412f6715f5cfbea489,0-7天,Não recebi a lâmpada de LED,我没有收到 LED 灯
22e36c3e04ec75fdbe5ba6540fe0e649,0-7天,"Recebi o produto errado, gostaria de devolver, e quero meu dinheiro de volta.",我收到了错误的产品，我想退货，并且我想要退款。
3cbf332e7f3e5a7c73f6106f0ba94967,15-30天,Recebi apenas um dos produtos e a empresa não entrou em contato comigo . ,我只收到其中一件产品，公司没有联系我。
fc2b5bbce8051cf99e0c56ec17d8d9bb,8-14天,"não recebi o produto que comprei.
recebi produto diferente","我没有收到我购买的产品。
我收到了不同的产品"
