order_id,bucket,original,translated
92c5a4ffbd45ee732be3e4ba2e1d476c,15-30天,Comprei uma colcha e veio um lençol com elástico - propaganda enganosa!,我买了一条被子，还附赠了一张床笠——虚假广告！
1bc003426b11b20491aa5b7810c9cbf2,0-7天,Achei o material ruim,我以为材质不好
b458ffdf7369c1e76ef5ba66155886da,8-14天,O produto veio diferente do anuncio,该产品与广告中的不同
799e53347e276d82f68872b6741bf731,8-14天,O vermelho 70 reais ainda fiquei confirmado mais o bege 100 reais quando eu vi que ódio ,红色的是70雷亚尔，我还是确认了，但是当我看到我有多讨厌它时，米色的是100雷亚尔。
fb746a5589147f8645b6c4adec4fdbdc,8-14天,"O produto nao é o mesmo da foto, a qualidade é pessima, muito mal acabado, faltam furos para instalar o aparelho, sugiro retirar esse fornecedor do site da lannister. estou devolvendo",产品与照片不一样，质量很差，做工很差，没有安装设备的孔，我建议从兰尼斯特网站上删除该供应商。我回来了
86c533ce44691f0e2aacdbba0442170a,>30天,Queria saber o que aconteceu com a entrega pois desde do dia 04/07 que o meu produto não sai do lugar estou acompanhando pelo site da lannister todos os dias e não tem mudança no status ,我想知道交货情况，因为我的产品自 7 月 4 日以来就没有离开过它的位置，我每天都在兰尼斯特网站上关注它，状态没有任何变化。
50accbb9397edc377aea35d7394a1ca7,0-7天,Vcs mostraram o jogo completo e só veio 4 peças minha filha quer o cobre leito como faço pra adquirir só ele,你展示了全套，只来了4件，我女儿想要床罩，我怎么才能只买它？
7d2dbda1755d184be6e27b4fd0b3629e,8-14天,Comprei um produto na promoção e me mandaram outro produto mais barato e com sabor diferente do pedido.,我买了一种打折产品，他们给我寄了另一种产品，它更便宜，而且味道与我要求的不同。
95c46d8a9e4c24ee3a09cff518a7cd99,15-30天,"n foi entregue o produto que comprei, e inclusive ja estou pagando pelo mesmo que n foi entregue.",我购买的产品尚未发货，我已为未发货的产品付款。
c25b7410c11056133dd5908057f4ce6a,>30天,Fiquei esperando um mês pela minha compra e hoje recebo a confirmação de cancelamento da minha compra. Esperei esse tempo todo pelo produto e agora não vou receber.,我等了一个月才购买，今天我收到了取消购买的确认信息。我一直在等待产品，但现在我不会收到它。
d832359622f08c2364e168e1f01cc6e6,0-7天,"Sim realizei a compra veio um produto, dentro da cx veio a nota dos produtos que comprei, mas recebi só um produto,e nem deram satisfação.",是的，我购买了，产品到了，盒子里有关于我购买的产品的说明，但我只收到了一件产品，他们甚至不满意。
60a87e6c088c81605a4425ceffb2a043,15-30天,"Comprei um kit composto por um bebê conforto e uma base, me entregaram somente a base e nem notícias do bebê conforto, o item que mais preciso não mandaram. E não venderam como 2 produtos distintos.",我买了一套包括婴儿舒适度和底座的套件，他们只给了我底座，没有关于婴儿舒适度的消息，我最需要的物品他们没有发送。他们没有将其作为两种单独的产品出售。
