order_id,bucket,original,translated
65709b9620e3ef6f575918b8348a8ece,8-14天,"Comprei 4 toners (magenta, amarelo, ciano e preto). Um dos fornecedores (Tonerbras) fez a nota do amarelo e magenta porém entregou 2 magentas. Não consigo fazer a troca.",我买了 4 种碳粉（洋红色、黄色、青色和黑色）。其中一家供应商 (Tonerbras) 注明了黄色和洋红色，但交付了 2 个洋红色。我无法进行切换。
5b1b26d3f1b67defc956d8ae1d95d407,8-14天,Excelente ,出色的
d60f3552bae079e5ca539727400d118e,>30天,"Não sei se é culpa da loja ou dos correios,mais comprei já tem um mês e não recebi,por isso recomendaria.",不知道是店家的错还是邮局的错，我买了一个月了还没收到，所以推荐一下。
4fddd233c42ca366f24daa034b3adacf,0-7天,"Apesar da grande demora para entrega, o produto que eu comprei nao chegou. Lojistica basica, porem nao foi cumprida com qualidade, pois o produto esta errado e eu continuo sem o produto que comprei",尽管交货延迟很长时间，但我购买的产品仍未到达。基本零售，但质量不合格，因为产品有问题，我仍然没有购买的产品
56703a55199f4784c80fe5e5de71c532,0-7天,Realizei um pedido com dois itens e apenas 1 deles foi entregue. Fiz algumas reclamações e até agora ninguém entrou em contato comigo pra entregar o outro produto ou para devolver o dinheiro.,我下了两件商品的订单，但只交付了其中一件。我提出了一些投诉，到目前为止，没有人联系我交付其他产品或退款。
788981eeae5e313081bd50e623f540f8,8-14天,"Produto não respondeu às minhas expectativas ,Bem diferente do site",产品没有达到我的期望，与网站有很大不同
7ce2089fc1fcc4723c496f0b549190d8,8-14天,"Pedir uma coisa é Véio foi outra. Não entendi.
",要求一件事是另一回事。我不明白。
643efaf4eddc8f0b4f71b1674c882fa4,0-7天,"Foi entregue só uma cortina e eu comprei duas,tô aguardando a segunda e um feedback do vendedor se vai enviar....",只送了一幅窗帘，我买了两幅，正在等第二幅，等卖家反馈是否会寄出去……
e4309eeca1cfe3c6df5a187c38817a5c,>30天,Não recebi o produto portanto nao posso avaliar ainda,我还没有收到产品，所以还不能评价。
377761f188a20507117a18c35bc33bde,8-14天,"Recebi o produto errado e continua constando que recebi o certo. Ninguém tomou conhecimento de minha reclamação. Aliás, está em duplicata no site, parecendo que recebi duas vezes. Fujam dessa loja. ",我收到了错误的产品，但它仍然说我收到了正确的产品。没有人注意到我的投诉。事实上，它在网站上是重复的，看起来我收到了两次。避开这家商店。
f34f5fc0699f22c0ff25056c89074d28,8-14天,"Produto e ótimo, porém não gostei do fornecedor demorou muito, esperava receber antes a tampa veio quebrada.Queria outro ",产品很棒，但我不喜欢供应商，花了很长时间，我希望能早点收到，盖子坏了。我想要另一个
423c157cb61f228b20c08e79cd28b9b9,15-30天,Ainda estou aguardando o produto,我还在等待产品
2da17c10595f4473acf4564e3bd57ce2,0-7天,nao recebi o produto conforme anunciado na foto.,我没有收到照片中广告的产品。
