order_id,bucket,original,translated
82fd1196a459f594fb1d66e667fc74c4,8-14天,"Depois de receber o produto avariado e solicitar a troca,começou a enrolação.Tamanha falta de comunicação entre a loja e o fornecedor do produto. Em NENHUM momento houve convergência de informações.",在收到损坏的产品并要求换货后，麻烦就开始了。商店和产品供应商之间缺乏沟通。任何时候都没有任何信息融合。
521e93507df5620aaee015ba441ec756,8-14天,"Está faltando uma cortina, só chego o codgo do produto 996 e eu pedi Bege me entregaram Verde.",缺少一个窗帘，我只得到产品代码 996，我要求米色，他们给我提供了绿色。
46e2c9316a4e671b4b4ffb25154c28c5,0-7天,Recebi o produto faltando 02 (duas) luminárias,我收到的产品缺少 02（两）盏灯
d8dbce6a7e7afb5ee03584eea5a61779,8-14天,"O produto foi enviado de qualquer jeito,sem proteção, chegou amassado.Nao comprarei nessa loja novamente",无论如何，产品还是被发送了，没有保护，它到达时已经被压碎了。我不会再从这家商店购买
ccddd1bb47228d484521b1d3613e7b28,0-7天,"Boa tarde. Recebi apenas o livro coaching ministerial. Fico no aguardo de um retorno sobre o outro livro.

Desde ja agradeço a atenção.

Lincoln Santos Lopes.","下午好。我只接受过部长级辅导这本书。我正在等待另一本书的反馈。

预先感谢您的关注。

林肯·桑托斯·洛佩斯。"
d0963bb4fb0e49ea7dd1b7ebece20a27,8-14天,"Produto entregue antes da data prevista. Gostei muito! Tecido bem clarinho e fino, é o voilzinho mesmo.",产品在预定日期之前交付。我真的很喜欢！非常轻薄的面料，只是巴里纱。
97a93af6088a39c8691e3aa4f63bcb2b,0-7天,hoviveis,居住者
63c48765fa94402191d6ee15174b335d,0-7天,"Imaginei que a madeira fosse um pouco mais grossa, achei muito fininha, mas é lindinha.",我以为木头要厚一点，我以为它很薄，但是很漂亮。
4ba3f21bd638fd2e98fc97de01b63a34,15-30天,"o mouse que eu queria veio errado, pois as especificações não são claras, eu pensei que o mouse era sem fio, porém o mesmo é com fio. Mas dentro do que foi ""pedido"" veio certo.",我想要的鼠标来错了，由于规格不明确，我以为鼠标是无线的，但它是有线的。但在“询问”之内，结果是正确的。
2d2f7f564738bc7bbd535580aef84e09,15-30天,"Produto veio embalado de mau jeito, tudo embolado muito feio pra uma loja como essa",产品包装很糟糕，对于像这样的商店来说，一切都非常难看
d5126e0c4988c70a3808041792214dcc,8-14天,"Espero que chegue o produto estou aguardando , ainda não chegou.",我希望产品能到，我在等，还没到。
df473c5f4e43c7d63af78684cc44c521,8-14天,"Comprei 2 pendentes, veio somente 1..",我买了2个吊坠，只到了1个。
8d26b65d067075e451f93045b9c689db,15-30天,Produto muito bom ,非常好的产品
d2ccdd8d747d4abf9c77b65728010ca8,8-14天,"Ainda não recebi o produto, mas acredito que a demora seja por conta da greve dos caminhoneiros. Então, não posso opinar sobre a qualidade dos serviços.",我还没有收到产品，但我相信延误是由于卡车司机罢工造成的。因此，我无法评论服务质量。
ebeff2700216eccd71f9e7de886652b3,15-30天,produto de média qualidade ,中等质量的产品
bec25025b8d0b7db00c510720053761e,0-7天,"Chegou junto com o pedido principal, mesmo sendo de outra loja, porém o celular chegou com lacre da embalagem violado.",它与主订单一起到达，尽管它来自另一家商店，但手机到达时包装密封破损。
e099addc2ac0e7bfa3f4e976fca59f99,15-30天,Gostaria de saber se o relógio é a prova d'água...,我想知道手表防水吗...
3925b740d70eb26c3aefd1cabe5c8143,15-30天,Quantidade minima,最小数量
131497483f8457541cf92c467b847c39,0-7天,Ótimo,出色的
a929a185ac6f55381e43e1d18e01256a,>30天,"Pedi para cancelar o envio anted de ser enviado, porém a nota ja tinha sido emitida estou aguardando a entrega parada a quase 1 mes no correio para poder retornar o pedido.",我在发货前要求取消发货，但通知已经发出，我已经在邮件中等待停止发货近 1 个月，以便我可以退回订单。
92ece83fdd8f37cc9b8a8543fdc8c416,>30天,"Não recebi meu pedido e não tenho satisfação nem uma sobre o motivo, ainda estou aguardando, se não receber irei tomar providências!",我没有收到我的订单，我对为什么不满意，我还在等待，如果我没有收到，我会采取行动！
8791bf41384da9d1984f98c71a007e85,8-14天,"Comprei um produto + um kit contendo outros 6 produtos. Recebi apenas o primeiro e, quando consulto no site, consta que o pedido já foi finalizado. Estou aguardando uma solução.",我购买了一个产品 + 一个包含 6 种其他产品的套件。我只收到了第一个，当我查看网站时，它说订单已经完成。我正在等待解决方案。
aaa4688b6d2e4d20b2ffc6d97723ea63,>30天,"Adquiri o produto através da lannister.com em 02/03/2018, mas o até esta data não recebi o produto.",我于 2018 年 3 月 2 日通过 lannister.com 购买了该产品，但迄今为止我尚未收到该产品。
